Ticker,0981.HK,GFS,INTC,SMSN.IL,TSM,UMC,2454.TW,ALAB,AMD,ARM,AVGO,MRVL,NVDA,QCOM,000660.KS,MU,6857.T,6920.T,8035.T,AMAT,ASML,CDNS,KLAC,LRCX,SNPS,TER,042700.KS,3711.TW,AMKR,ADI,IFX.DE,MCHP,NXPI,ON,STNE,TXN
AVGO,0.14302466792575547,0.4663641670287863,0.4052343004714674,0.264910461715538,0.48078731579656936,0.43463077085714097,-0.0006147877574059537,0.3628719183884833,0.4675373865044632,0.4627358116200904,1.0000000000000002,0.44311060792697937,0.4601891676468941,0.4870991961921555,0.07863944383018757,0.4723378982863759,0.030720043191586954,0.019317657408374527,0.048288824357007466,0.5126957246493196,0.5023776163360947,0.4558751870338167,0.5144685727693935,0.5176220834684043,0.3964899024811852,0.4841515458653006,0.07134462530941571,-0.014145500453381093,0.48782411749091903,0.4948073097821725,0.3128608158755545,0.4888218604711341,0.5013133779173874,0.48157022417220713,0.30737149807315195,0.46482963749357936
MRVL,0.1360565411622701,0.46069827499051186,0.3988978710018163,0.25194966947761593,0.47116822201913383,0.42863487068622097,-0.012283226406750232,0.35855369053146097,0.46083283205015774,0.4549494957518345,0.4431106079269794,0.9999999999999999,0.45237151185144703,0.48132628297920266,0.06462616783079853,0.4632288125431755,0.017610057876168376,0.007089287011249624,0.03456035067659021,0.5042806583332019,0.4935971446403555,0.4484877787408921,0.506318526666783,0.5092398179253093,0.3896953792553263,0.47585707059192167,0.05966513270281084,-0.026044956151975843,0.48000586707476056,0.4887755614786168,0.3019173696862948,0.48264439161929973,0.49508971883971503,0.47553617265119136,0.30150958639120823,0.4595503916267869
NVDA,0.15823564303634985,0.47338490195331245,0.4148628195175219,0.2932201051348075,0.4974568096964838,0.4429601140067996,0.028524608643730066,0.36810915601528815,0.4771331979620382,0.47510556453382136,0.46018916764689416,0.45237151185144703,1.0000000000000002,0.4940703649461678,0.11242201164584922,0.4878632389663028,0.06297956802756104,0.04955042914086154,0.08182401649232457,0.5258719665039809,0.5166237012245001,0.46735387668922024,0.5269561158769792,0.5306411852897112,0.4073956195541739,0.49746276728629657,0.0994123867953194,0.015777316219085066,0.49989035271433163,0.5023069078681833,0.33540172291184456,0.49677667872630127,0.509192692318342,0.4892777780268223,0.3173103171664597,0.47090855962437544
QCOM,0.13062091321663907,0.5121034962735214,0.4378369267655814,0.24166121681673042,0.5088501483067623,0.4736419983323135,-0.05967643018342971,0.3989175554280263,0.5082151809687938,0.4971814878177406,0.48709919619215547,0.48132628297920266,0.4940703649461679,1.0,0.0203673154306291,0.5016305133565965,-0.030629175389098096,-0.03939486032448775,-0.013384101725163177,0.5519312110581901,0.5381211997045113,0.49124258966208156,0.5553259880031789,0.5578089210526496,0.4253832053593926,0.5194445039529847,0.023702405021392994,-0.07653225747381104,0.5261092220632633,0.5432336673947676,0.3074523212076424,0.5355573625411126,0.5498074761559719,0.527874040998471,0.3267659212446872,0.5122780791002814
000660.KS,0.21385310392710705,0.024968987178449857,0.07740720618190924,0.3982442845121982,0.1746753677120792,0.051477776684329526,0.4602512716307867,0.015867108276481405,0.06541574560876215,0.11010320239525016,0.07863944383018759,0.06462616783079851,0.11242201164584922,0.020367315430629095,1.0,0.15816434241244126,0.5037497408553755,0.47384552394075613,0.5206578915154606,0.11363679639802884,0.13243099650443363,0.09729607809012887,0.10243508270755275,0.11024807344618129,0.09918588771149094,0.12102551328490584,0.4300756854035569,0.4751142884331032,0.10068961493576072,0.027292023933692018,0.29831910513551446,0.035582771330780916,0.032089808888561513,0.03301384338490111,0.10033149437250215,0.010379520969545204
MU,0.17840220151021924,0.4810953654835011,0.42637243537625474,0.3307578443206974,0.5182639747011398,0.452581245931022,0.06825311048824141,0.3738011340700822,0.48834960906555636,0.4901228796839836,0.47233789828637596,0.4632288125431755,0.4878632389663028,0.5016305133565965,0.15816434241244126,1.0,0.10683673563727265,0.09069000278414156,0.12735020843856237,0.5417894166216792,0.5340408530784753,0.4811837724628486,0.5419275813074796,0.5463247465952457,0.4206813466820671,0.5136781391337959,0.13739277063117486,0.05662785617814474,0.5143937666309857,0.5105567111529289,0.3648835414883481,0.5056709728314913,0.5179342050824075,0.4978639108685412,0.3296334799730534,0.4773411631547394
6857.T,0.1960610252202996,-0.023930806161711636,0.0341617790395538,0.3652606901273585,0.12224409844495725,0.00552290811032633,0.4540754712453087,-0.022132910512781847,0.015845434586412688,0.06042702046920548,0.030720043191586964,0.01761005787616837,0.06297956802756105,-0.030629175389098092,0.5037497408553756,0.10683673563727268,1.0,0.46540990738461935,0.5085709286667425,0.05871051326947445,0.07832431021795466,0.04850790649687898,0.047476063810563185,0.05485476380176065,0.05655572923209154,0.06897128879740214,0.41681604281485934,0.47014590164054726,0.04852867736481365,-0.024600973686584326,0.26169729297701827,-0.01579937822683932,-0.02054569410818021,-0.017578384272581894,0.06696547031994256,-0.03816269041137539
6920.T,0.18200327954634185,-0.03262546667735851,0.02352903694472132,0.3391043992506165,0.10505267983663774,-0.004138468388179508,0.42865855814498266,-0.0287013894678882,0.004897892327071895,0.04708603817049948,0.01931765740837453,0.00708928701124961,0.049550429140861545,-0.03939486032448775,0.4738455239407562,0.09069000278414156,0.4654099073846194,1.0000000000000002,0.47904976756171075,0.04439066136566814,0.0631280205415912,0.03598206680911918,0.0337472416001352,0.040644848308058444,0.04485698709677673,0.054690983163857475,0.39193744429774613,0.44412012073627544,0.03531422045935396,-0.03387012095320937,0.24030922815097525,-0.025432661397809347,-0.030181947001323362,-0.026956000139958178,0.056601324099590185,-0.04602728648376298
8035.T,0.20681800436099831,-0.0072700469868127345,0.050164547829997505,0.3852435372748709,0.1434992521808904,0.021822576421435244,0.46666014734377487,-0.009266919433986841,0.03365417523336545,0.07929520342917581,0.04828882435700747,0.03456035067659021,0.08182401649232456,-0.01338410172516318,0.5206578915154606,0.1273502084385624,0.5085709286667425,0.47904976756171064,1.0,0.0793870236562825,0.0991620896704027,0.0667902834844555,0.06790650744610316,0.07560723022623908,0.07285542129390166,0.08887228962622826,0.43103945935666094,0.4826741176734248,0.06799851841205065,-0.006902172845127928,0.280586009902546,0.0019214444850900383,-0.0024926001573238057,-0.00017635088300815176,0.08024348563296044,-0.021954089973034295
AMAT,0.17194925585423593,0.5286965258777304,0.46204639928897073,0.31858666805830277,0.5521320404735235,0.4940635832466887,0.021198227284707518,0.4112025298727695,0.5319475705725616,0.5286421957557632,0.5126957246493197,0.5042806583332018,0.5258719665039809,0.55193121105819,0.11363679639802886,0.5417894166216792,0.05871051326947445,0.04439066136566814,0.07938702365628252,0.9999999999999998,0.5745435113718153,0.5202728604054863,0.5867928320776439,0.5907314518184839,0.45319151727314405,0.5533852905425057,0.10115676073161185,0.0066005307214415075,0.5565720148344836,0.5609793292823171,0.3680704278360402,0.5546035139950439,0.5685666275975536,0.5462789208458487,0.3524433691160393,0.5262668014762224
ASML,0.17636894806182005,0.5156973342324935,0.4530223677565198,0.32686028830176417,0.5448026493094305,0.4830989010469534,0.03998046286937729,0.400942853111222,0.520562070366944,0.5192228536145154,0.5023776163360947,0.49359714464035553,0.5166237012245001,0.5381211997045113,0.13243099650443363,0.5340408530784752,0.07832431021795466,0.06312802054159118,0.09916208967040269,0.5745435113718153,1.0000000000000002,0.510537595304434,0.5755059813373772,0.5796683424651466,0.4453181935551647,0.5437675588787144,0.11654595537451617,0.026395391278196564,0.546014835358359,0.5472199512673845,0.3708290416797328,0.541362037306796,0.5548073003551378,0.5331506695129758,0.347295311672605,0.5127189412133156
CDNS,0.1514921076344548,0.4705219364409901,0.41079034507483936,0.2806686944821696,0.4902686625227188,0.4394895471811804,0.015434959772582958,0.3659828154354062,0.47311425277163444,0.46983758613364107,0.4558751870338167,0.4484877787408921,0.46735387668922024,0.4912425896620815,0.09729607809012887,0.48118377246284855,0.04850790649687897,0.035982066809119174,0.06679028348445551,0.5202728604054863,0.510537595304434,1.0,0.5216674748018836,0.5251157365675169,0.4027439834891808,0.49178523580375827,0.08684896729574132,0.0023273245397624387,0.4947743519002327,0.4992465697905524,0.3254714889766691,0.4935081270290069,0.5059658432571054,0.48611577584414617,0.313037453919618,0.4684676949688444
KLAC,0.16820971809680016,0.5318221901759149,0.4634929954156242,0.3116114113946729,0.5519609424381063,0.49633385650759365,0.010706642748911458,0.41371570387825185,0.5341609595869987,0.529799353368268,0.5144685727693935,0.506318526666783,0.5269561158769792,0.5553259880031788,0.10243508270755275,0.5419275813074796,0.04747606381056318,0.0337472416001352,0.06790650744610316,0.5867928320776439,0.5755059813373771,0.5216674748018836,1.0,0.5923201222984739,0.45407261753228506,0.5544632432080144,0.09192278824263232,-0.004336895522942841,0.5581424104606265,0.5642773927477002,0.3637518090547686,0.5576652575429616,0.5718069163165553,0.5493417487166881,0.3525923634153372,0.5297127265669164
LRCX,0.1719265976391305,0.5342780319423287,0.4664276864593582,0.3185266554157424,0.556633418304789,0.49902803272301643,0.017319230536917116,0.4155753799567991,0.5372034319733193,0.5334625444235797,0.5176220834684043,0.5092398179253093,0.5306411852897112,0.5578089210526495,0.1102480734461813,0.5463247465952455,0.054854763801760645,0.040644848308058444,0.07560723022623905,0.5907314518184839,0.5796683424651466,0.5251157365675169,0.5923201222984739,1.0,0.45728102296646717,0.5583797178787623,0.09842520917448155,0.0024284842700006424,0.5617831034725819,0.5668945157106965,0.36944639695968723,0.5603746334142116,0.5745222533172041,0.5519815943267006,0.3554165242141464,0.531951969006421
SNPS,0.13720191163768558,0.40759887640503384,0.3574679211056372,0.2542524709696441,0.42901617268726994,0.3815330106624609,0.026695021289091552,0.3169367268646431,0.41101354505014676,0.40947611048792915,0.39648990248118515,0.3896953792553263,0.407395619554174,0.4253832053593926,0.09918588771149094,0.4206813466820671,0.05655572923209154,0.044856987096776726,0.07285542129390164,0.453191517273144,0.4453181935551647,0.4027439834891807,0.4540726175322851,0.4572810229664672,1.0,0.4287716783549805,0.08757376778639808,0.015791495870145878,0.4307666888205266,0.43250531865701164,0.29009684895068105,0.4277835547239736,0.43845482293239435,0.42131665952379443,0.2736028367084573,0.40539939566439603
TER,0.16750289786640818,0.49772669977168105,0.43650085779375236,0.3104036752128516,0.5238530749951438,0.4658921228303567,0.03251530806712211,0.3870180717903244,0.5018891790557676,0.5000037341168173,0.4841515458653006,0.47585707059192167,0.4974627672862966,0.5194445039529848,0.12102551328490586,0.5136781391337959,0.06897128879740212,0.0546909831638575,0.08887228962622823,0.5533852905425058,0.5437675588787143,0.49178523580375827,0.5544632432080144,0.5583797178787624,0.4287716783549805,1.0,0.1068615954483963,0.019198013457375842,0.526003989864438,0.5281402842330466,0.3541922910043348,0.5223729057446143,0.5354045390826265,0.5144764484607666,0.33408656926587793,0.49504347207874444
042700.KS,0.17878038492001744,0.027213658759949626,0.06969551194432567,0.3329104850222547,0.15115936549244652,0.04867755151594325,0.38041986236604697,0.018231242062929916,0.06066215688933539,0.09753163980940842,0.07134462530941572,0.059665132702810854,0.0994123867953194,0.023702405021392987,0.43007568540355695,0.1373927706311749,0.41681604281485923,0.3919374442977461,0.43103945935666094,0.10115676073161185,0.11654595537451617,0.08684896729574133,0.09192278824263234,0.09842520917448157,0.0875737677863981,0.1068615954483963,0.9999999999999998,0.39251437700542735,0.09010439059190443,0.029534815005053356,0.25099166201928674,0.0363032866121849,0.03359223284401103,0.03407765698445805,0.08726423703595673,0.015132852064385584
3711.TW,0.17402707005144874,-0.0681049481809877,-0.00651508788870758,0.32436107507656076,0.07057394448519871,-0.03680641673029122,0.4351892818992726,-0.05635767690057575,-0.030101961501251474,0.013084599387681103,-0.014145500453381086,-0.026044956151975843,0.015777316219085055,-0.07653225747381102,0.47511428843310316,0.05662785617814474,0.4701459016405472,0.4441201207362753,0.48267411767342483,0.006600530721441508,0.026395391278196553,0.0023273245397624474,-0.004336895522942848,0.002428484270000643,0.01579149587014587,0.01919801345737584,0.3925143770054273,1.0,-0.0007473852009029518,-0.07150219271470666,0.2204742006336799,-0.062488074739684096,-0.06824630069071667,-0.0634904512550509,0.034399025167231326,-0.08159438815081461
AMKR,0.1608287112746433,0.5038806458186816,0.43953497076579895,0.2979526630988352,0.5240134239021318,0.4704561084173088,0.013395663838652748,0.3919542317419371,0.5063818183317773,0.5025668648970875,0.4878241174909192,0.4800058670747607,0.4998903527143318,0.5261092220632633,0.10068961493576073,0.5143937666309857,0.048528677364813665,0.03531422045935397,0.06799851841205065,0.5565720148344837,0.5460148353583592,0.4947743519002328,0.5581424104606266,0.5617831034725819,0.43076668882052666,0.526003989864438,0.09010439059190443,-0.0007473852009029539,0.9999999999999998,0.5346363288364808,0.34662961571290923,0.528432421618906,0.5418016886343919,0.5205308190413102,0.3346599308850436,0.5017795293220915
ADI,0.13515592748264038,0.5194684563283478,0.4448515367639728,0.2500846591354952,0.5180870635677526,0.4808172192448625,-0.05460476433478752,0.4046088239726217,0.5160444933272951,0.5054311440384089,0.49480730978217263,0.4887755614786167,0.5023069078681834,0.5432336673947676,0.027292023933692015,0.5105567111529289,-0.024600973686584326,-0.03387012095320936,-0.006902172845127931,0.5609793292823171,0.5472199512673845,0.4992465697905524,0.5642773927477002,0.5668945157106965,0.4325053186570116,0.5281402842330466,0.02953481500505336,-0.07150219271470665,0.5346363288364808,1.0,0.31550152945858595,0.5433808796957197,0.5577823187308532,0.5355589642695139,0.3325459718339938,0.5194586498602587
IFX.DE,0.1905196274257246,0.29700176575171977,0.284937430569009,0.35391522894381494,0.3780085783117556,0.290395330796994,0.2215743330757594,0.2293760133041082,0.3172235389759205,0.33583957498415,0.3128608158755545,0.30191736968629473,0.33540172291184456,0.3074523212076423,0.29831910513551446,0.3648835414883481,0.2616972929770182,0.24030922815097525,0.28058600990254595,0.36807042783604027,0.37082904167973274,0.3254714889766691,0.3637518090547686,0.36944639695968723,0.29009684895068105,0.35419229100433475,0.25099166201928674,0.22047420063367995,0.34662961571290923,0.31550152945858595,1.0,0.3158423634567105,0.32179057595921634,0.3101725914526702,0.2361956065418623,0.2890285539016329
MCHP,0.13674352519387203,0.5122199823118089,0.4395827338249686,0.25306485551719304,0.5133667689733155,0.4745832511167639,-0.04608900876526364,0.39890307294769006,0.5095240928451324,0.49981596156369434,0.4888218604711342,0.4826443916192998,0.4967766787263013,0.5355573625411125,0.035582771330780916,0.5056709728314913,-0.01579937822683932,-0.025432661397809336,0.0019214444850900387,0.5546035139950439,0.5413620373067961,0.493508127029007,0.5576652575429617,0.5603746334142116,0.42778355472397367,0.5223729057446144,0.03630328661218488,-0.06248807473968411,0.5284324216189059,0.5433808796957197,0.3158423634567106,0.9999999999999998,0.5500876611994326,0.528207776018253,0.3293186800606784,0.511965926568217
NXPI,0.1385923374165923,0.5258020527340258,0.45075860401073425,0.2564651258969603,0.525695662634467,0.4869242346167827,-0.05127805564759196,0.409511112004052,0.5226866309041573,0.5123337247411436,0.5013133779173873,0.49508971883971487,0.509192692318342,0.5498074761559719,0.032089808888561513,0.5179342050824074,-0.02054569410818022,-0.030181947001323373,-0.0024926001573238013,0.5685666275975536,0.5548073003551377,0.5059658432571053,0.5718069163165552,0.5745222533172041,0.4384548229323943,0.5354045390826263,0.03359223284401102,-0.06824630069071667,0.5418016886343918,0.5577823187308532,0.32179057595921634,0.5500876611994325,0.9999999999999999,0.5421514623566245,0.33732804962409596,0.5256662912618895
ON,0.1339519902384558,0.504849639128849,0.4330349554255355,0.24788884442472447,0.5053848038753598,0.46764174909198036,-0.04726506642936679,0.3931774779775527,0.5020311720920366,0.4922831390349659,0.48157022417220713,0.47553617265119136,0.48927777802682226,0.527874040998471,0.03301384338490114,0.4978639108685412,-0.017578384272581887,-0.026956000139958164,-0.00017635088300816293,0.5462789208458487,0.5331506695129757,0.48611577584414634,0.5493417487166882,0.5519815943267007,0.42131665952379443,0.5144764484607666,0.03407765698445807,-0.0634904512550509,0.5205308190413102,0.5355589642695139,0.3101725914526702,0.5282077760182531,0.5421514623566246,1.0,0.32424495439667417,0.5046572082369637
STNE,0.11512500190651594,0.3133605592316162,0.2774259093285265,0.21343259201620968,0.3367923969230445,0.2946406152414971,0.042052524064742754,0.24349326225834597,0.31787467646637735,0.31879495288036974,0.30737149807315195,0.3015095863912083,0.31731031716645974,0.3267659212446871,0.10033149437250212,0.3296334799730533,0.06696547031994256,0.056601324099590185,0.08024348563296044,0.3524433691160393,0.347295311672605,0.313037453919618,0.3525923634153372,0.35541652421414643,0.2736028367084573,0.33408656926587793,0.08726423703595672,0.03439902516723134,0.33465993088504353,0.3325459718339938,0.23619560654186228,0.3293186800606784,0.33732804962409596,0.3242449543966741,1.0,0.31099103660510435
TXN,0.12126369434364412,0.48970424418862823,0.41770154262883685,0.22430388099722792,0.48396122421694454,0.4524265510763024,-0.06520036747200887,0.3815319512424697,0.48527233543158377,0.4739269905634097,0.4648296374935794,0.45955039162678685,0.4709085596243754,0.5122780791002814,0.010379520969545182,0.47734116315473935,-0.0381626904113754,-0.046027286483763,-0.02195408997303433,0.5262668014762223,0.5127189412133156,0.4684676949688443,0.5297127265669164,0.531951969006421,0.4053993956643961,0.4950434720787445,0.015132852064385546,-0.08159438815081463,0.5017795293220914,0.5194586498602587,0.2890285539016329,0.5119659265682169,0.5256662912618895,0.5046572082369636,0.31099103660510435,0.9999999999999998
